plz_name;Spalte1;lan_name;geo_point_2d
Huy;38838;Sachsen-Anhalt;51.9944944987,11.0176397936
Wessobrunn;82405;Bayern;47.862830691,11.0237647783
Großenbrode;23775;Schleswig-Holstein;54.3677173428,11.0703604258
Ehekirchen;86676;Bayern;48.6376925154,11.0978380607
Hamm;59063;Nordrhein-Westfalen;51.6685141997,7.8323959512
Merzhausen;79249;Baden-Württemberg;47.965081179,7.82542660723
Freiburg im Breisgau;79098;Baden-Württemberg;47.9948624379,7.84852309206
Rüdesheim am Rhein;65385;Hessen;50.0191364503,7.89139066873
Freiburg im Breisgau;79108;Baden-Württemberg;48.0103245527,7.85907979896
Glandorf;49219;Niedersachsen;52.0778753882,7.97277568586
Sundern;59846;Nordrhein-Westfalen;51.3105629554,8.00578314858
Oestrich-Winkel;65375;Hessen;50.0470300144,7.9867866597
Höhn;56462;Rheinland-Pfalz;50.6199408523,7.98116780796
Gutach im Breisgau;79261;Baden-Württemberg;48.1442536227,7.98729449621
Esthal;67472;Rheinland-Pfalz;49.3691258385,7.998919451
Landau in der Pfalz;76829;Rheinland-Pfalz;49.1949621967,8.0961789511
Arnsberg;59821;Nordrhein-Westfalen;51.3831730369,8.05331547862
Bernau im Schwarzwald;79872;Baden-Württemberg;47.7963046353,8.03706237133
Holdorf;49451;Niedersachsen;52.5722269417,8.1242901102
Scheibenhardt;76779;Rheinland-Pfalz;48.9868049333,8.1198673198
Mühlenbach;77796;Baden-Württemberg;48.2382029578,8.1223368039
Luckau, Waldrehna, Heideblick, Fürstlich Drehna;15926;Brandenburg;51.8276237744,13.6948811417
Binz;18609;Mecklenburg-Vorpommern;54.418316465,13.5915088146
Berlin Bohnsdorf;12526;Berlin;52.3976421894,13.5643006229
Biesenthal;16359;Brandenburg;52.7716076473,13.6378337483
Philippsreut;94158;Bayern;48.8786222499,13.6732910054
Karlshagen;17449;Mecklenburg-Vorpommern;54.1154350994,13.8180101198
Königsbrück u.a.;01936;Sachsen;51.2896454732,13.902975948
Karlshagen;17449;Mecklenburg-Vorpommern;54.1771011885,13.8081249605
Dresden;01465;Sachsen;51.1116874111,13.8313714843
Torgelow;17358;Mecklenburg-Vorpommern;53.6207767891,14.003518615
Eisenhüttenstadt;15890;Brandenburg;52.1664841731,14.5574819772
Zittau;02788;Sachsen;50.9598907594,14.8591940046
Rothenburg/O.L.;02929;Sachsen;51.3557088458,14.9449071831
Loburg, Leitzkau;39279;Sachsen-Anhalt;52.1025661664,12.0761374873
Langenpreising;85465;Bayern;48.4261869108,11.9676947127
Rosenbach;08539;Sachsen;50.5279219925,11.993434555
Burglengenfeld;93133;Bayern;49.2278890072,12.0036340584
Zeulenroda-Triebes, Weißendorf;07950;Thüringen;50.6861269609,12.0104496241
Rehau;95111;Bayern;50.246579877,12.0583581464
Genthin, Hohenseeden, Zabakuck u.a.;39307;Sachsen-Anhalt;52.3699921642,12.1753447298
Elmenhorst/Lichtenhagen, Rostock;18107;Mecklenburg-Vorpommern;54.1483992594,12.0167894584
Elmenhorst/Lichtenhagen, Rostock;18107;Mecklenburg-Vorpommern;54.1483992594,12.0167894584
Buch a. Erlbach;84172;Bayern;48.4425757556,12.0461488127
Thiersheim;95707;Bayern;50.072760027,12.1258575409
Adorf;08626;Sachsen;50.3431627027,12.2258676562
Fuchsmühl;95689;Bayern;49.9215718145,12.1318657213
Landshut;84036;Bayern;48.5244133938,12.198145798
Rohrdorf;83101;Bayern;47.8073698542,12.1860773478
Pirk;92712;Bayern;49.6161816197,12.1840141925
Landshut;84028;Bayern;48.5415019919,12.1675171447
Sandersdorf-Brehna;06796;Sachsen-Anhalt;51.5597387961,12.2011575071
Bergen;08239;Sachsen;50.4812402621,12.2966040318
Postau;84103;Bayern;48.6575329468,12.3118158543
Tännesberg;92723;Bayern;49.53510963,12.3287486023
Dierhagen;18347;Mecklenburg-Vorpommern;54.3023983085,12.3598613775
Geiselhöring;94333;Bayern;48.8195157263,12.397795683
Schleching;83259;Bayern;47.7218478408,12.3830676279
Tessin, Grammow u.a.;18195;Mecklenburg-Vorpommern;54.0274734846,12.4985205217
Gerzen;84175;Bayern;48.4851304909,12.4200265138
Gstadt a. Chiemsee;83257;Bayern;47.904317232,12.4167715972
Loiching;84180;Bayern;48.5906668994,12.4284354504
Hirschfeld;08144;Sachsen;50.6292932755,12.462849327
Egglkofen;84546;Bayern;48.39203914,12.4534265505
Gangkofen;84140;Bayern;48.4613696711,12.5614914678
Langenleuba-Niederhain;04618;Thüringen;50.9690486223,12.5692984476
Barth;18356;Mecklenburg-Vorpommern;54.3620537345,12.66513244
Geithain;04643;Sachsen;51.0377659427,12.6842301633
Bogen;94327;Bayern;48.9150946667,12.7184307798
Limbach-Oberfrohna;09212;Sachsen;50.8700449212,12.7215121804
Zahna-Elster;06895;Sachsen-Anhalt;51.8863877097,12.8090113362
Mehring;84561;Bayern;48.1847809756,12.7909313084
Neukirchen/Erzgeb.;09221;Sachsen;50.7702901245,12.8638339906
Geringswalde;09326;Sachsen;51.0733934305,12.9115611923
Wermsdorf;04779;Sachsen;51.3012614407,12.9643177641
Gelenau/Erzgeb.;09423;Sachsen;50.7102293301,12.9519273071
Chemnitz;09126;Sachsen;50.8172844506,12.9396288923
Drachselsried;94256;Bayern;49.1027856476,13.0343455202
Stralsund;18437;Mecklenburg-Vorpommern;54.3003120738,13.051663515
Leubsdorf, Gornau, Augustusburg;09573;Sachsen;50.8046842337,13.1176043058
Börnichen, Gornau;09437;Sachsen;50.772961259,13.0727323191
Marienberg;09496;Sachsen;50.6205052326,13.2068508013
Leegebruch;16767;Brandenburg;52.7192850679,13.1946675891
Strehla;01616;Sachsen;51.3615200351,13.2298952252
Berlin Halensee;10711;Berlin;52.4981230699,13.2904688761
Berlin-West;13409;Berlin;52.5681011986,13.3716473593
Großenhain, Ebersbach u.a.;01561;Sachsen;51.2962281407,13.6338606274
Meißen;01662;Sachsen;51.162291849,13.4783648917
Weichs;85258;Bayern;48.386968081,11.4150242664
Bismark;39628;Sachsen-Anhalt;52.6554340604,11.6191689149
Wolfratshausen;82515;Bayern;47.9092799491,11.4265419572
Hebertshausen;85241;Bayern;48.2991546651,11.4782561311
Wismar;23970;Mecklenburg-Vorpommern;53.9039409951,11.5440716402
München;81375;Bayern;48.118929357,11.4852491986
Untersteinach;95369;Bayern;50.1356877978,11.5179375884
Rohrbach;85296;Bayern;48.6144084622,11.5440240749
Weigendorf;91249;Bayern;49.500362184,11.583405793
Güsten;39439;Sachsen-Anhalt;51.787354328,11.6052229933
Kupferberg;95362;Bayern;50.1433150986,11.5871246575
Brüel;19412;Mecklenburg-Vorpommern;53.716525564,11.6844120227
Magdeburg;39128;Sachsen-Anhalt;52.1635589111,11.61091387
Jena;07747;Thüringen;50.8897140893,11.614843484
München;81673;Bayern;48.128179062,11.6314753807
Parsberg;92331;Bayern;49.1663043712,11.733588386
Feldkirchen;85622;Bayern;48.1428176942,11.7498443577
Grasbrunn;85630;Bayern;48.0728595881,11.7604234621
Köditz;95189;Bayern;50.3467791792,11.8340303033
Adelshofen;82276;Bayern;48.192528717,11.1045628972
Nürnberg;90480;Bayern;49.4461981942,11.13121811
Titting;85135;Bayern;49.0008706448,11.2175728749
Wallhausen, Blankenheim;06528;Sachsen-Anhalt;51.4382957639,11.2185721419
Altenkunstadt;96264;Bayern;50.1162500159,11.2360839754
Walting;85137;Bayern;48.9203813525,11.303472899
Greding;91171;Bayern;49.0596716617,11.3283072805
Freystadt;92342;Bayern;49.1849793751,11.3405615052
Eichenau;82223;Bayern;48.1652431305,11.3149578792
Schwabhausen;85247;Bayern;48.3076675511,11.3426446955
Lehnstedt u.a.;99441;Thüringen;50.9386755235,11.431966057
Markt Taschendorf;91480;Bayern;49.689641775,10.5483027877
Trautskirchen;90619;Bayern;49.4629892738,10.5794989962
Uehlfeld;91486;Bayern;49.6678285188,10.7002467058
Neustadt;23730;Schleswig-Holstein;54.1247032079,10.8202115062
Oberhaid;96173;Bayern;49.9463849714,10.7987540763
Halblech;87642;Bayern;47.611243969,10.8473342755
Baunach;96148;Bayern;49.9955195256,10.8210389675
Eisfeld, Auengrund;98673;Thüringen;50.4473073297,10.9041730284
Nordendorf;86695;Bayern;48.6055030422,10.8216214051
Greußen Clingen Großenehrich;99718;Thüringen;51.2617157946,10.9200495636
Adelsdorf;91325;Bayern;49.709493819,10.8997377713
Rennau, Querenhorst, Mariental, Grasleben;38368;Niedersachsen;52.3038580656,10.9632016432
Südharz, Berga;06536;Sachsen-Anhalt;51.5300676273,11.0307914515
Egling a.d. Paar;86492;Bayern;48.1855541601,10.9893194865
Hohenpeißenberg;82383;Bayern;47.8019109185,11.0064313253
Rödental;96472;Bayern;50.3088637216,11.0360296736
Erfurt;99089;Thüringen;50.9972843241,11.0148016139
Obergriesbach;86573;Bayern;48.4243607157,11.0473282668
Bernsdorf;02994;Sachsen;51.3746888071,14.0651641766
Hohnstein;01848;Sachsen;50.9792370481,14.1403128484
Spreetal, Elsterheide;02979;Sachsen;51.4887608538,14.306063621
Neukirch/Lausitz;01904;Sachsen;51.0804139953,14.3246440333
Sebnitz;01855;Sachsen;50.9251597643,14.2764619875
Wilthen;02681;Sachsen;51.0914677354,14.4163094516
Treplin, Jacobsdorf, Frankfurt (Oder);15236;Brandenburg;52.2929920363,14.5159354038
Berlin Weißensee;13086;Berlin;52.5564356927,13.4485876482
Berlin Britz;12359;Berlin;52.447341365,13.4531706081
Berlin;12687;Berlin;52.556665337,13.565875808
Berlin;12685;Berlin;52.547460655,13.5696515331
Dippoldiswalde;01744;Sachsen;50.8643546796,13.6476455497
Dresden;01069;Sachsen;51.0399084836,13.7368379072
Kröslin, Krummin, Lassan u.a.;17440;Mecklenburg-Vorpommern;54.11975745,13.7665302053
Aachen;52074;Nordrhein-Westfalen;50.7737619349,6.03633829264
Geilenkirchen;52511;Nordrhein-Westfalen;50.9733077907,6.13106489457
Kerken;47647;Nordrhein-Westfalen;51.4473632451,6.38888530021
Schleiden;53937;Nordrhein-Westfalen;50.5568447049,6.45162053852
Hamminkeln;46499;Nordrhein-Westfalen;51.7494977259,6.61742808321
Jünkerath;54584;Rheinland-Pfalz;50.3450207799,6.58420721944
Wiltingen;54459;Rheinland-Pfalz;49.6418548297,6.61247235942
Voerde (Niederrhein);46562;Nordrhein-Westfalen;51.6009270132,6.65206482743
Moers;47443;Nordrhein-Westfalen;51.4633916267,6.65591417447
Leiwen u.a.;54340;Rheinland-Pfalz;49.8783233771,6.74648005326
Düsseldorf;40239;Nordrhein-Westfalen;51.2442357106,6.80342503992
Wadern;66687;Saarland;49.5411376712,6.88582683584
Bottrop;46244;Nordrhein-Westfalen;51.6011849071,6.90900345702
Oberhausen;46047;Nordrhein-Westfalen;51.4811317116,6.87979745199
Hilden, Düsseldorf;40721;Nordrhein-Westfalen;51.167982274,6.91452760146
Hilden, Düsseldorf;40721;Nordrhein-Westfalen;51.167982274,6.91452760146
Langenfeld;40764;Nordrhein-Westfalen;51.1109972289,6.95714814736
Saarbrücken;66115;Saarland;49.2782931471,6.96761195145
Saarbrücken;66119;Saarland;49.211335711,7.00165472163
Essen;45329;Nordrhein-Westfalen;51.5118417768,7.00925439912
Köln;51067;Nordrhein-Westfalen;50.965490451,7.04182462404
Gelsenkirchen;45883;Nordrhein-Westfalen;51.5134506405,7.05916873902
Dernau;53507;Rheinland-Pfalz;50.5276905818,7.04527608414
Wuppertal;42113;Nordrhein-Westfalen;51.2732678248,7.10400489393
Enkirch u.a.;56850;Rheinland-Pfalz;49.9687817705,7.19796366087
Kürten;51515;Nordrhein-Westfalen;51.0400531031,7.2558446264
Wuppertal;42275;Nordrhein-Westfalen;51.2738223834,7.20523583185
Mohrkirch, Rügge;24405;Schleswig-Holstein;54.6806087364,9.72269269828
Hannover;30457;Niedersachsen;52.3301958674,9.69064615531
Blaubeuren;89143;Baden-Württemberg;48.4100206293,9.78585658261
Sigmarszell;88138;Bayern;47.6000957345,9.77049999067
Grünsfeld;97947;Baden-Württemberg;49.617029137,9.76515026662
Stadt Schwäbisch Gmünd;73529;Baden-Württemberg;48.7678228119,9.83615975246
Vogt;88267;Baden-Württemberg;47.7822586232,9.76684219291
Buchholz in der Nordheide;21244;Niedersachsen;53.3205077499,9.8591887002
Nortorf;24589;Schleswig-Holstein;54.1781127566,9.87586093655
Wolpertshausen;74549;Baden-Württemberg;49.1646742276,9.85258201468
Hannover;30627;Niedersachsen;52.3868362173,9.8251241889
Rosengarten;21224;Niedersachsen;53.3957007565,9.89202299256
Friedewald;36289;Hessen;50.8777341615,9.86656551376
Leinzell;73575;Baden-Württemberg;48.8503356386,9.87104732274
Ilshofen;74532;Baden-Württemberg;49.1658353658,9.91251165552
Ulm;89081;Baden-Württemberg;48.3869847624,9.9190202132
Neumünster;24536;Schleswig-Holstein;54.1103857179,10.0059481726
Eschwege;37269;Hessen;51.1794252337,10.0410395461
Hamburg;20253;Hamburg;53.5794028799,9.96754197502
Creglingen;97993;Baden-Württemberg;49.4535060734,10.0685018004
Norderstedt;22850;Schleswig-Holstein;53.689195413,9.99712656084
Celle;29225;Niedersachsen;52.6079191482,10.0237039501
Aitrach;88319;Baden-Württemberg;47.9364338751,10.0611209158
Illerrieden;89186;Baden-Württemberg;48.272275982,10.03686349
Bönebüttel;24620;Schleswig-Holstein;54.0752876672,10.0659375094
Kaltennordheim;36452;Thüringen;50.656563208,10.1324642185
Seesen;38723;Niedersachsen;51.8898461733,10.1866121097
Weißenborn;37299;Hessen;51.1186795967,10.1265598845
Memmingen;87700;Bayern;47.9788220509,10.1630717484
Kiel;24114;Schleswig-Holstein;54.3138796576,10.115865906
Boos;87737;Bayern;48.085863577,10.2073327757
Lauchheim;73466;Baden-Württemberg;48.8688464083,10.2589180458
Wolfertschwenden;87787;Bayern;47.903117405,10.2586881164
Langlingen;29364;Niedersachsen;52.5038122285,10.2608255921
Hohne;29362;Niedersachsen;52.5922781923,10.3611371213
Mellrichstadt;97638;Bayern;50.3806966161,10.3235683085
Wensin;23827;Schleswig-Holstein;53.9992834023,10.4070658617
Ebstorf;29574;Niedersachsen;53.0237206985,10.4169431068
Illesheim;91471;Bayern;49.4631564637,10.4047541933
Oberscheinfeld;91483;Bayern;49.715934743,10.4306978584
Riesbürg;73469;Baden-Württemberg;48.821212822,10.4232092092
Wonfurt;97539;Bayern;49.9960606484,10.4561105699
Ederheim;86739;Bayern;48.795913591,10.464326564
Unteregg;87782;Bayern;47.9514954951,10.4760256139
Marktoffingen;86748;Bayern;48.9288503189,10.4672983557
Artlenburg;21380;Niedersachsen;53.3644456298,10.4864889517
Rauhenebrach;96181;Bayern;49.897156394,10.5595782905
Goslar;38644;Niedersachsen;51.8598786691,10.4712897681
Glasau;23719;Schleswig-Holstein;54.0489629036,10.5260363028
Geseke;59590;Nordrhein-Westfalen;51.6346892024,8.49218705131
Oberhausen-Rheinhausen;68794;Baden-Württemberg;49.2669365279,8.49354958305
Wetzlar;35578;Hessen;50.5444856422,8.51204370397
Hatzfeld;35116;Hessen;50.9862994005,8.55418879538
Bielefeld;33659;Nordrhein-Westfalen;51.9551254571,8.52944420248
Wetzlar Garbeinheim;35583;Hessen;50.567849318,8.53080713531
Bielefeld;33602;Nordrhein-Westfalen;52.0227935393,8.53646769962
Bielefeld;33604;Nordrhein-Westfalen;52.0059903967,8.54909931102
Bielefeld;33607;Nordrhein-Westfalen;52.0216284348,8.56813137289
Gießen;35398;Hessen;50.5605908417,8.62686012556
Rottweil;78628;Baden-Württemberg;48.1680374974,8.65280720046
Frankfurt am Main;60486;Hessen;50.1139986314,8.62572785961
Heidelberg;69124;Baden-Württemberg;49.3749987369,8.64632975989
Frankfurt am Main;60326;Hessen;50.1024028603,8.62818984709
Bremen;28757;Bremen;53.177751902,8.63540284469
Bad Salzuflen;32107;Nordrhein-Westfalen;52.0583634003,8.71131761885
Frankfurt am Main;60598;Hessen;50.0809246774,8.67935061693
Sulingen;27232;Niedersachsen;52.6745516058,8.78564220075
Neukirchen, Aventoft;25927;Schleswig-Holstein;54.8710201889,8.76934668092
Garding, Osterhever, Poppenbüll u.a.;25836;Schleswig-Holstein;54.3440612135,8.77671205455
Ober-Ramstadt;64372;Hessen;49.8173860933,8.74956575766
Hausen ob Verena;78595;Baden-Württemberg;48.0470416553,8.73166994704
Maulbronn;75433;Baden-Württemberg;48.999064634,8.81833673115
Weil der Stadt;71263;Baden-Württemberg;48.7599642632,8.86407773034
Rielasingen-Worblingen;78239;Baden-Württemberg;47.7280212083,8.84382493834
Bremen;28203;Bremen;53.0742233049,8.82501163379
Obernheim;72364;Baden-Württemberg;48.1634376155,8.85347967852
Wiernsheim;75446;Baden-Württemberg;48.8886676195,8.87340712921
Ihlienworth;21775;Niedersachsen;53.7030236449,8.8948758759
Hanau;63454;Hessen;50.1625155738,8.88849499494
Kalletal;32689;Nordrhein-Westfalen;52.1217688079,8.95906858404
Gemünden;35285;Hessen;50.9797672887,8.96349890428
Rutesheim;71277;Baden-Württemberg;48.8109462577,8.93600759538
Asendorf;27330;Niedersachsen;52.7586647127,9.00053328993
Uelvesbüll, Witzwort;25889;Schleswig-Holstein;54.409429511,8.98854515026
Glauburg;63695;Hessen;50.3215237441,9.00283687506
Kirtorf;36320;Hessen;50.7774622955,9.1145608219
Reichenau;78479;Baden-Württemberg;47.6944686692,9.06261528017
Großenwiehe, Lindewitt;24969;Schleswig-Holstein;54.6988443501,9.2119987594
Leese;31633;Niedersachsen;52.5056218855,9.13572716585
Windbergen;25729;Schleswig-Holstein;54.042975597,9.12697779598
Goldbach;63773;Bayern;50.0065302989,9.17559154007
Nienburg/Weser;31582;Niedersachsen;52.6386345139,9.23328823582
Pfullingen;72793;Baden-Württemberg;48.4523005095,9.22092351936
Stuttgart;70191;Baden-Württemberg;48.7988862815,9.18496396481
Lügde;32676;Nordrhein-Westfalen;51.911404812,9.26534875521
Lauenhagen;31714;Niedersachsen;52.3657318725,9.21429257681
Ostfildern;73760;Baden-Württemberg;48.7178564076,9.26138871169
Drochtersen;21706;Niedersachsen;53.7087702885,9.36691449178
Heiligenberg;88633;Baden-Württemberg;47.841544479,9.31106384674
Daisendorf;88718;Baden-Württemberg;47.7118094288,9.27140402954
Freudenberg, Collenberg;97896;Baden-Württemberg;49.7445007841,9.34854799387
Steimbke;31634;Niedersachsen;52.6759138896,9.37926272778
Eberstadt;74246;Baden-Württemberg;49.1829483561,9.32573579454
Hofgeismar;34369;Hessen;51.4957226709,9.49581732781
Harrislee;24955;Schleswig-Holstein;54.811764767,9.38351932279
Stadtprozelten;97909;Bayern;49.80249603,9.39620398922
Beidenfleth, Klein Kampen;25573;Schleswig-Holstein;53.8790734031,9.40506594841
Widdern;74259;Baden-Württemberg;49.3288168863,9.42512280397
Hohn;24806;Schleswig-Holstein;54.3056952643,9.49532446549
Wiesthal;97859;Bayern;50.0224157204,9.4533241376
Tetenhusen;24817;Schleswig-Holstein;54.3559243124,9.47847149567
Wiehl;51674;Nordrhein-Westfalen;50.957658968,7.53010785601
Medard, Rathskirchen u.a.;67744;Rheinland-Pfalz;49.6460898393,7.47993715787
Hörstel;48477;Nordrhein-Westfalen;52.289579854,7.58480970322
Straßenhaus;56587;Rheinland-Pfalz;50.5464982228,7.51467291833
Vinningen, Trulben, Ruppertsweiler u.a.;66957;Rheinland-Pfalz;49.1288842772,7.55835394885
Rhauderfehn;26817;Niedersachsen;53.1228385758,7.54759667564
Eßweiler;67754;Rheinland-Pfalz;49.5597979589,7.55763453103
Sobernheim;55566;Rheinland-Pfalz;49.7805490905,7.62330184717
Werlte, Vrees, Lahn;49757;Niedersachsen;52.8603564807,7.69223433021
Thaleischweiler-Fröschen;66987;Rheinland-Pfalz;49.2919672037,7.57631674868
Vallendar;56179;Rheinland-Pfalz;50.4047312476,7.63349672267
Rehborn;55592;Rheinland-Pfalz;49.7188931659,7.64736896608
Rothselberg u.a.;67753;Rheinland-Pfalz;49.610589532,7.66542956123
Wiesmoor;26639;Niedersachsen;53.4101524988,7.72799223292
Münchweiler an der Rodalb;66981;Rheinland-Pfalz;49.2161962589,7.7066194745
Barßel;26676;Niedersachsen;53.1380730189,7.78322177967
Heltersberg;67716;Rheinland-Pfalz;49.3019790259,7.73204347967
Trippstadt u.a.;67705;Rheinland-Pfalz;49.3560721619,7.77261399613
Nastätten u.a.;56355;Rheinland-Pfalz;50.2418518911,7.73864890965
Ostbevern;48346;Nordrhein-Westfalen;52.0538560616,7.83269925768
Neuried;77743;Baden-Württemberg;48.4512489721,7.81008651515
Teningen;79331;Baden-Württemberg;48.1239627511,7.80672010418
Maulburg;79689;Baden-Württemberg;47.6432389948,7.77828302739
Ebringen;79285;Baden-Württemberg;47.952164648,7.78860430489
Gebhardshain;57580;Rheinland-Pfalz;50.7465506833,7.8114554459
Alzey;55232;Rheinland-Pfalz;49.8025274289,8.1040548305
Taunusstein;65232;Hessen;50.1554923596,8.17181748643
Wackernheim;55263;Rheinland-Pfalz;49.9725061711,8.12684928675
Armsheim;55288;Rheinland-Pfalz;49.8378857128,8.16496126916
Haiger;35708;Hessen;50.7778169999,8.20886056222
Höchenschwand;79862;Baden-Württemberg;47.7196317729,8.17569865349
Dogern;79804;Baden-Württemberg;47.6112758074,8.16789132572
Hochstadt;76879;Rheinland-Pfalz;49.2206626734,8.20909270604
Steinmauern;76479;Baden-Württemberg;48.909053605,8.19632244904
Warstein;59581;Nordrhein-Westfalen;51.4535274999,8.29879099924
Bad Camberg;65520;Hessen;50.3032937987,8.28747536052
Wiesbaden;65205;Hessen;50.0528311455,8.31573295597
Weingarten (Pfalz);67366;Rheinland-Pfalz;49.2659396364,8.29593648103
Kuhardt;76773;Rheinland-Pfalz;49.1431654486,8.31822450474
Itzehoe;25524;Schleswig-Holstein;53.9242615169,9.52865068744
Fintel, Lauenbrück u.a.;27389;Niedersachsen;53.2018912945,9.5986086876
Ebenweiler;88370;Baden-Württemberg;47.9035926927,9.51431461934
Neustadt a. Main;97845;Bayern;49.9374871866,9.55248442017
Holzmaden;73271;Baden-Württemberg;48.6373558297,9.52753503395
Nübel;24881;Schleswig-Holstein;54.5616191991,9.57805299957
Busdorf;24866;Schleswig-Holstein;54.4879601615,9.54969185952
Weingarten;88250;Baden-Württemberg;47.8077305351,9.63778577548
Heroldstatt;72535;Baden-Württemberg;48.4427753335,9.66093635087
Freiburg im Breisgau;79106;Baden-Württemberg;48.0051509332,7.83979988367
Alpenrod;57642;Rheinland-Pfalz;50.6183281571,7.83355800006
